sample_id,plant_species,latitude,longitude,MAT,MAP,pH,amf_seq_richness,amf_genus_richness,total_reads
5104,Montinia caryophyllacea,-33.993,18.9742,14.3,1314,,3,1,24
5105,Cinnamomum subavenium,29.25,118.12,15.6,2110,,1,1,1
5106,Voyria tenella,9.11006,-79.8434,26.1,2921,,11,1,726
5107,Simarouba amara,9.11006,-79.8434,26.1,2921,,2,2,4
5111,Heisteria concinna,9.11006,-79.8434,26.1,2921,5.5,3,1,18
5113,Voyria tenella,9.11006,-79.8434,26.1,2921,,11,1,330
5115,Phagnalon saxatile,39.4083,2.74528,17.3,616,7.2,21,3,478
5116,Salvia rosmarinus,39.4086,2.74667,17.3,616,7.3,42,2,3414
5117,Veronica spicata,58.1094,22.1914,7.1,576,7.1,3,1,21
5120,Voyria tenella,9.11006,-79.8434,26.1,2921,,12,1,648
5122,Chloris truncata,-35.1175,138.665,14.6,775,4.5,1,1,1
5124,Sanicula elata,44.7544,-0.395278,13.5,881,,4,1,72
5125,Ainsliaea latifolia,29.4208,79.5689,12.6,2140,4.05,3,1,18
5127,Dichrostachys cinerea,-24.6778,28.6608,19.5,581,6.2,376,1,439920
5131,Acer platanoides,45.43,-73.94,7.3,1025,5.99,1,1,1
5134,Plectranthus mollis,29.4208,79.5689,12.6,2140,4.05,1,1,2
5136,Filipendula vulgaris,58.1094,22.1914,7.1,576,7.1,13,1,364
5137,Podophyllum peltatum,39.2361,-86.2205,12.1,1196,5.0,4,1,32
5139,Geranium sessiliflorum,-52.058,-71.4211,6.3,344,5.5,36,3,2389
5140,Galium verum,58.1094,22.1914,7.1,576,7.1,2,1,4
5143,Rubus saxatilis,61.2536,73.1664,-1.5,569,4.8,17,2,433
5145,Potentilla acaulis,47.7578,107.132,-2.4,271,,1,1,1
5146,Senna obtusifolia,14.5781,-17.0172,25.8,472,6.1,13,1,268
5147,Allium amphibolum,43.0519,104.058,4.1,125,6.7,85,3,19455
5148,Oxalis valdiviensis,-38.6993,-71.6155,8.0,1287,5.7,6,2,26
5152,Plantago argentina,-32.7689,-64.9405,9.9,832,5.1,5,3,11
5153,Spinifex sericeus,-36.9183,174.453,15.4,1407,7.05,68,2,13205
5154,Thalictrum minus,53.0403,158.672,1.9,977,4.5,2,1,18
5162,Themeda triandra,-37.3333,142.15,13.5,643,5.0,1,1,8
5167,Azorella trifurcata,-52.058,-71.4211,6.3,344,5.5,17,2,301
5168,Phagnalon saxatile,39.4083,2.74528,17.3,616,7.2,27,2,2081
5171,Themeda triandra,-2.3364,34.5103,22.2,946,5.3,10,2,144
5176,Desmopsis panamensis,9.11006,-79.8434,26.1,2921,,1,1,1
5177,Themeda triandra,-37.3333,142.15,13.5,643,5.3,10,2,156
5181,Triticum aestivum,50.3,-107.683,4.0,402,6.5,10,3,116
5183,Hedera nepalensis,29.4208,79.5689,12.6,2140,4.05,39,4,1139
5190,Acer platanoides,45.43,-73.94,7.3,1025,6.47,16,1,432
5196,Stachys sylvatica,50.874,4.99213,10.5,730,,1,1,1
5199,Spinifex sericeus,-36.9183,174.453,15.4,1407,7.05,70,2,7252
5206,Chamaecyparis obtusa,35.795,140.096,15.8,1369,,10,1,290
5210,Oryza sativa,25.8563,88.6741,24.8,1950,5.499,82,1,42312
5215,Linnaea borealis,61.2603,73.148,-1.5,561,4.1,4,1,240
5222,Cacalia kamtschatica,53.0425,158.67,2.0,929,4.2,50,1,31000
5223,Phagnalon saxatile,39.4086,2.74667,17.3,616,7.3,9,3,47
5228,Cornus suecica,69.8136,27.1736,-0.7,387,,24,2,707
5230,Thymus zygis,37.4,-2.83333,9.3,622,,44,2,6666
5231,Rosmarinus officinalis,37.4,-2.83333,9.3,622,,337,4,745814
5233,Sesleria caerulea,58.5844,23.5697,6.6,586,7.0,2,2,2
5239,Thymus mastichina,37.4,-2.83333,9.3,622,,162,4,94057
5240,Ranunculus sulphureus,78.2208,15.6167,-5.9,291,5.8,25,1,2725
5246,Morella rubra,29.25,118.12,15.6,2110,,13,1,247
5252,Triticum aestivum,50.3,-107.683,4.0,402,6.5,111,3,36198
5263,Cymbopogon nardus,-33.988,18.9555,15.6,1120,,43,1,3053
5267,Geum urbanum,44.7544,-0.395278,13.5,881,,11,1,187
5268,Podocarpus coriaceus,16.1783,-61.7317,23.5,1986,4.2,9,1,234
5273,Photinia glabra,29.25,118.12,15.6,2110,,10,1,120
5276,Hedera colchica,41.9408,43.4192,7.8,984,4.8,12,1,216
5278,Helictochloa pratensis,58.1094,22.1914,7.1,576,7.1,44,1,3080
5280,Prunella vulgaris,58.5844,23.5697,6.6,586,7.0,1,1,1
5285,Heliotropium ramosissimum,16.8053,-22.9211,23.3,78,7.5,12,2,89
5288,Amphicarpaea bracteata,39.2361,-86.2205,12.1,1196,5.0,2,1,14
5289,Taraxacum officinale,-52.058,-71.4211,6.3,344,5.5,7,1,84
5290,Cacalia kamtschatica,53.0403,158.672,1.9,977,4.5,7,1,616
5299,Mercurialis perennis,44.7544,-0.395278,13.5,881,,1,1,1
5305,Olearia sp.,-35.1175,138.665,14.6,775,4.0,2,2,2
5308,Adinandra millettii,29.25,118.12,15.6,2110,,2,1,4
5324,Distylium myricoides,29.25,118.12,15.6,2110,,1,1,1
5325,Ranunculus sulphureus,78.2208,15.6167,-5.9,291,5.8,2,1,4
5327,Elephantopus scaber,16.8594,100.465,27.0,1519,4.6,35,1,1470
5330,Brachypodium retusum,39.4086,2.74667,17.3,616,7.3,5,2,13
5333,Epacris microphylla,-33.6753,151.214,17.0,1316,3.8,57,1,16359
5344,Acer saccharum,45.43,-73.94,7.3,1025,5.99,47,1,3337
5348,Acer platanoides,45.43,-73.94,7.3,1025,4.89,9,2,65
5349,Leymus mollis,40.9153,-124.141,13.8,1228,6.5,176,1,113520
5359,Chondrosum gracile,50.7667,-104.617,3.1,412,6.9,8,1,216
5360,Populus deltoides,30.4689,116.991,17.5,1392,7.9,40,5,1291
5362,Cymbopogon nardus,-33.988,18.9555,15.6,1120,,3,1,18
5363,Pisum sativum,50.3,-107.683,4.0,402,6.5,176,3,31971
5364,Artocarpus altilis,20.7992,-156.038,24.2,2464,,7,1,294
5367,Acer platanoides,45.43,-73.94,7.3,1025,5.27,18,1,954
5377,Solidago missouriensis,50.7667,-104.617,3.1,412,6.9,3,1,12
5384,Glandularia dissecta,-32.7689,-64.9405,9.9,832,5.1,3,1,12
5403,Sporobolus ioclados,-2.6814,35.1208,20.0,726,6.8,5,2,66
5413,Eragrostis barrelieri,-23.7669,133.876,22.4,278,4.9,4,1,20
5416,Eperua grandiflora,5.2572,-52.9297,26.1,2540,3.9,1,1,1
5418,Acer platanoides,45.43,-73.94,7.3,1025,6.07,68,1,12240
5440,Malus domestica,50.82,4.76,10.3,765,6.6,1,1,1
5442,Prosopis juliflora,14.5822,-17.0161,25.8,477,6.4,6,2,41
5447,Populus deltoides,30.4689,116.991,17.5,1392,7.85,41,3,2021
5449,Koeleria macrantha,50.7667,-104.617,3.1,412,6.2,2,1,10
5453,Thalictrum minus,56.0583,159.904,0.1,476,4.9,75,2,10169
5456,Triticum aestivum,50.3,-107.683,4.0,402,6.5,16,2,126
5462,Genista cinerea,37.4,-2.83333,9.3,622,,73,4,12094
5466,Heliotropium ramosissimum,16.8053,-22.9211,23.3,78,7.5,2,1,6
5468,Viola mirabilis,58.5839,23.568,6.6,586,7.0,3,1,36
5472,Goodenia geniculata,-37.3333,142.15,13.5,643,5.0,4,1,64
5476,Helichrysum stoechas,35.4592,23.8008,18.1,744,6.2,5,3,8
5477,Krigia biflora,39.2433,-86.2167,12.1,1197,3.5,4,1,44
5485,Sorghastrum pellitum,-32.7689,-64.9405,9.9,832,5.1,1,1,7
5490,Populus deltoides,30.4689,116.991,17.5,1392,8.02,14,5,103
5491,Malus domestica,50.85,4.94,10.5,731,7.1,1,1,1
5493,Voyria tenella,9.17936,-79.8296,26.5,2516,,2,1,4
5500,Daucus annuus,15.1803,-23.6908,20.6,335,5.2,203,3,39069
5503,Sarcococca sp.,22.3744,81.9022,25.3,1262,5.45,5,1,30
5509,NA_,68.4182,17.7666,2.5,612,3.33,4,1,532
5513,Artemisia frigida,50.7667,-104.617,3.1,412,6.9,41,2,6254
5521,Azorella trifurcata,-52.058,-71.4211,6.3,344,5.5,25,2,881
5525,Heterotheca villosa,50.7667,-104.617,3.1,412,6.9,22,1,1386
5526,Solidago chilensis,-38.6485,-71.6461,7.6,1167,5.0,4,1,20
5544,Commelina benghalensis,-24.7514,28.5761,19.2,631,4.2,5,1,70
5551,Oryza sativa,25.8642,88.5901,24.8,1918,5.87,1,1,1
5556,Voyria tenella,9.11006,-79.8434,26.1,2921,,10,1,440
5560,Festuca lenensis,43.0519,104.058,4.1,125,6.7,17,2,339
5566,Acer platanoides,45.43,-73.94,7.3,1025,6.09,98,2,15002
5568,Plantago afra,30.5933,34.7114,16.9,114,,3,2,7
5593,Achillea millefolium,68.1672,17.5247,-0.3,661,3.77,1,1,4
5598,Morella rubra,29.25,118.12,15.6,2110,,3,3,3
5601,Triticum aestivum,50.3,-107.683,4.0,402,6.5,16,1,1168
5602,Triticum aestivum,50.3,-107.683,4.0,402,6.5,20,2,332
5604,Linnaea borealis,61.2536,73.1664,-1.5,569,4.8,84,2,37932
5607,Vachellia erioloba,-24.6778,28.6608,19.5,581,6.2,17,1,297
5608,Sorghum bicolor,13.101,32.7611,28.7,333,8.17,3,1,15
5609,Oryza sativa,25.8672,88.5902,24.8,1936,6.378,3,1,15
5621,Tetragastris panamensis,9.11006,-79.8434,26.1,2921,5.5,2,1,16
5624,Simarouba amara,9.11006,-79.8434,26.1,2921,,1,1,1
5626,Alnus glutinosa,50.859,4.9779,10.5,738,3.112,3,1,12
5630,Artemisia frigida,50.7667,-104.617,3.1,412,6.9,1,1,1
5632,Chondrosum gracile,50.7667,-104.617,3.1,412,6.9,11,2,85
5645,Aristida contorta,-23.7667,133.877,22.4,279,5.0,2,1,4
5647,Microsorum scolopendria,-15.1247,-148.227,27.0,1872,7.2,2,1,4
5651,Santiria trimera,0.6172,10.3992,22.7,2080,3.5,1,1,2
5652,Ammophila arenaria,40.9153,-124.141,13.8,1228,6.4,201,2,178627
5660,NA_,68.1719,17.7351,-1.0,655,4.26,32,1,4128
5661,Leymus mollis,40.9047,-124.145,13.8,1227,6.6,113,1,54353
5662,Conyza pannosa,15.1781,-23.6867,20.6,335,5.2,7,2,45
5682,Combretum micranthum,14.5781,-17.0172,25.8,472,6.1,3,2,7
5683,Calamagrostis purpurea,53.0403,158.672,1.9,977,4.5,2,1,4
5685,Achillea millefolium,68.1614,17.5384,1.7,535,5.29,11,1,176
5694,Begonia susaniae,0.6172,10.4136,22.2,2432,3.6,24,2,1455
5697,Alnus glutinosa,50.8623,4.96319,10.5,741,6.068,1,1,1
5705,Nicotiana glauca,37.8236,-0.976111,18.5,264,8.67,4,3,6
5707,Epacris microphylla,-33.6753,151.214,17.0,1316,3.8,1,1,1
5709,Podococcus barteri,0.6172,10.4136,22.2,2432,3.6,2,1,4
5717,Voyria tenella,9.11006,-79.8434,26.1,2921,,2,1,4
5719,Voyria tenella,9.11006,-79.8434,26.1,2921,,15,1,1980
5721,Simarouba amara,9.11006,-79.8434,26.1,2921,,14,2,376
5726,Themeda triandra,-2.1458,35.0472,20.6,933,5.5,10,1,180
5743,Ruscus aculeatus,43.5911,-1.2481,14.4,1374,,4,1,24
5747,NA_,68.162,17.5949,1.3,654,4.53,23,1,4462
5748,Malus domestica,50.93,5.09,10.5,735,6.7,1,1,3
5759,Syzygium buxifolium,29.25,118.12,15.6,2110,,8,2,155
5769,Vietnamosasa pusilla,16.8594,100.465,27.0,1519,5.2,30,1,2790
5780,Rosmarinus officinalis,37.4,-2.83333,9.3,622,,231,3,192368
5791,Lomandra insularis,-22.1822,166.732,22.2,1720,4.3,2,1,6
5796,Gerbera crocea,-33.993,18.9742,14.3,1314,,2,2,2
5799,Santolina chamaecyparissus,39.4086,2.74667,17.3,616,7.3,4,2,16
5815,Digitaria macroblephara,-1.8444,35.2008,20.0,846,6.0,10,2,135
5816,Stipa pubescens,-33.6753,151.214,17.0,1316,3.9,161,1,138138
5821,Montinia caryophyllacea,-33.988,18.9555,15.6,1120,,12,1,348
5826,Triticum aestivum,50.3,-107.683,4.0,402,6.5,26,1,2158
5830,Festuca vivipara,64.8506,-23.2975,3.5,1306,4.4,3,2,8
5831,Digitaria macroblephara,-2.3364,34.5103,22.2,946,5.3,11,1,275
5832,Populus deltoides,30.4689,116.991,17.5,1392,8.09,36,3,1391
5834,Themeda triandra,-2.3364,34.5103,22.2,946,5.3,10,3,97
5839,Plantago lanceolata,60.2184,19.5393,6.3,522,5.6,7,2,99
5843,Phagnalon saxatile,39.4086,2.74667,17.3,616,7.3,9,1,369
5844,Alopecurus magellanicus,78.2006,15.8153,-5.9,275,5.7,3,1,9
5845,Leymus mollis,40.9091,-124.143,13.8,1225,6.6,1,1,1
5846,Plantago argentina,-32.7561,-64.9244,9.8,931,,1,1,1
5852,Solidago chilensis,-38.6485,-71.6461,7.6,1167,5.0,1,1,1
5853,Toxicodendron succedaneum,29.25,118.12,15.6,2110,,1,1,1
5863,Sorocea affinis,9.11006,-79.8434,26.1,2921,5.5,2,2,2
5864,Polyalthia suaveolens,0.6172,10.3992,22.7,2080,3.5,2,2,2
5872,Arum italicum,43.5911,-1.2481,14.4,1374,,2,1,8
5878,Triticum aestivum,50.3,-107.683,4.0,402,6.5,28,1,3164
5883,Ainsliaea aptera,29.4308,79.6394,12.6,2063,4.05,1,1,1
5891,Ammophila arenaria,40.9076,-124.144,13.8,1227,6.4,27,1,3834
5905,Oryza sativa,25.8571,88.599,24.8,1905,6.314,257,1,401434
5906,Commelina benghalensis,-24.7514,28.5761,19.2,631,4.2,8,2,45
5909,Populus deltoides,30.4689,116.991,17.5,1392,7.67,14,1,504
5920,Avenella flexuosa,69.7983,27.0864,-0.1,400,3.1,378,1,382158
5934,Ammophila arenaria,40.9114,-124.142,13.8,1225,6.5,83,1,25481
5935,Ammophila arenaria,40.9105,-124.143,13.8,1225,6.6,109,1,47415
5936,Leymus mollis,40.9176,-124.14,13.8,1229,6.4,94,1,37318
5937,Ammophila arenaria,40.9054,-124.145,13.8,1227,6.6,222,1,246420
5938,Leymus mollis,40.9114,-124.142,13.8,1225,6.5,59,1,14691
5939,Leymus mollis,40.9176,-124.14,13.8,1229,6.6,83,2,21150
5941,Malus domestica,50.86,5.16,10.5,781,6.8,1,1,4
5943,Solidago virgaurea,68.1749,17.8426,-1.0,595,4.4,98,1,19600
5944,Hypochaeris radicata,-37.3333,142.15,13.5,643,5.0,62,1,9858
5949,Leymus mollis,40.9145,-124.141,13.8,1228,5.3,1,1,2
5950,Podocarpus coriaceus,16.1783,-61.7317,23.5,1986,4.1,12,1,432
5960,Trifolium pratense,68.24,17.4253,2.7,622,4.1,7,1,105
5961,Plantago afra,30.5928,34.7122,16.9,114,,3,1,9
5962,Santiria trimera,0.6172,10.3992,22.7,2080,3.5,3,1,12
5964,NA_,68.1614,17.5384,1.7,535,5.29,6,1,204
5965,Geranium sylvaticum,64.4128,-15.3661,2.2,1384,5.0,6,2,48
5966,Briza media,47.4728,10.0678,4.7,2209,6.0,5,1,95
5967,Poa attenuata,43.0519,104.058,4.1,125,6.7,42,2,3186
5971,Anemone hepatica,58.5839,23.568,6.6,586,7.0,1,1,1
5974,Campanula jacobaea,15.1781,-23.6867,20.6,335,5.2,9,2,46
5976,Cenchrus ciliaris,-23.7667,133.877,22.4,279,5.0,8,1,96
5987,Trifolium repens,68.1591,17.5773,1.8,591,4.65,6,1,354
5994,Ternstroemia gymnanthera,29.25,118.12,15.6,2110,,2,2,3
5995,Rosmarinus officinalis,37.4,-2.83333,9.3,622,,12,2,268
6008,Scorzoneroides autumnalis,47.47,10.0572,5.6,2113,5.7,1,1,2
6009,Hesperostipa comata,50.7667,-104.617,3.1,412,6.2,7,1,238
6012,Prunella vulgaris,47.4728,10.0678,4.7,2209,6.0,1,1,1
6013,Ajuga reptans,43.5911,-1.2481,14.4,1374,,6,2,51
6021,Chloris truncata,-35.1175,138.665,14.6,775,4.0,4,1,32
6023,Simarouba amara,9.11006,-79.8434,26.1,2921,5.5,7,2,188
6028,Potentilla acaulis,47.7578,107.132,-2.4,271,,24,2,1571
6032,Leymus mollis,40.9054,-124.145,13.8,1227,6.5,100,1,36900
6033,Leymus mollis,40.9054,-124.145,13.8,1227,6.6,54,1,12042
6034,Ammophila arenaria,40.9191,-124.139,13.8,1229,6.6,102,1,39576
6035,Leymus mollis,40.9191,-124.139,13.8,1229,6.6,5,1,80
6036,Leymus mollis,40.9153,-124.141,13.8,1228,6.4,23,2,921
6037,Nicotiana glauca,37.8236,-0.976111,18.5,264,8.72,23,3,513
6038,Nicotiana glauca,37.8236,-0.976111,18.5,264,8.72,349,4,1559190
6039,Ammophila arenaria,40.9145,-124.141,13.8,1228,6.4,12,1,360
6040,Ammophila arenaria,40.9091,-124.143,13.8,1225,6.6,6,1,36
6045,Linnaea borealis,61.2603,73.148,-1.5,561,4.1,7,1,854
6048,Combretum micranthum,14.5781,-17.0172,25.8,472,6.1,1,1,2
6050,Oryza sativa,25.8583,88.5888,24.8,1918,6.146,6,1,84
6056,Artemisia frigida,50.7667,-104.617,3.1,412,6.9,5,2,21
6057,Actinotus minor,-33.6753,151.214,17.0,1316,3.9,12,1,624
6059,Thalictrum minus,53.0425,158.67,2.0,929,4.2,2,1,10
6060,Ruscus aculeatus,43.5911,-1.2481,14.4,1374,,21,1,1155
6062,Koeleria macrantha,43.5017,104.058,-1.5,171,6.7,6,2,36
6063,Ranunculus pedatifidus,43.5017,104.058,-1.5,171,6.7,17,2,801
6065,Ranunculus pedatifidus,43.5017,104.058,-1.5,171,6.7,19,3,551
6069,Dicorynia guianensis,5.2572,-52.9297,26.1,2540,3.9,1,1,1
6088,Solidago missouriensis,50.7667,-104.617,3.1,412,6.9,1,1,1
6089,Helianthemum viscarium,30.5928,34.7122,16.9,114,,236,1,163076
6092,Salvia rosmarinus,39.4086,2.74667,17.3,616,7.3,3,1,24
6095,Digitaria macroblephara,-2.6814,35.1208,20.0,726,6.8,8,3,154
6097,Medicago truncatula,34.49,9.58,18.1,217,8.0,255,3,60847
6101,Cenchrus ciliaris,-23.7669,133.876,22.4,278,4.9,2,1,2
6108,Trientalis europaea,69.7983,27.0864,-0.1,400,3.1,34,1,2040
6112,Eperua grandiflora,5.2583,-52.9297,26.1,2590,3.9,1,1,1
6121,Solidago virgaurea,61.2536,73.1664,-1.5,569,4.8,1,1,1
6122,Plectranthus mollis,29.4208,79.5689,12.6,2140,4.05,9,1,180
6123,Strobilanthes sp.,29.4308,79.6394,12.6,2063,4.05,4,2,12
6125,Solidago virgaurea,61.2603,73.148,-1.5,561,4.1,9,2,102
6126,Scorzoneroides autumnalis,64.9456,-23.3558,4.2,1280,4.8,2,1,4
6127,Deschampsia cespitosa,64.8506,-23.2975,3.5,1306,4.4,3,1,9
6131,NA_,68.1621,17.6469,0.7,620,2.79,21,1,1302
6135,Alnus glutinosa,50.8726,4.98774,10.5,734,3.113,20,1,1200
6139,Cacalia kamtschatica,53.0425,158.67,2.0,929,4.2,9,1,351
6141,NA_,68.1639,17.5182,0.0,615,4.41,38,1,3420
6142,Solidago virgaurea,68.4024,17.7888,1.0,617,5.05,18,1,612
6144,Potentilla acaulis,47.7578,107.132,-2.4,271,,3,2,13
6148,Lens culinaris,50.3,-107.683,4.0,402,6.5,17,2,256
6150,Cecropia obtusa,4.5567,-52.2086,24.5,4062,3.7,1,1,1
6151,Trifolium repens,68.1656,17.7002,-1.0,657,4.23,10,1,180
6152,NA_,68.162,17.5949,1.3,654,4.53,12,1,1176
6161,Avenella flexuosa,69.8136,27.1736,-0.7,387,,2,1,10
6162,Trientalis europaea,69.8136,27.1736,-0.7,387,,2,1,6
6166,Solidago virgaurea,68.1749,17.8426,-1.0,595,4.4,49,1,7007
6172,Sorocea affinis,9.11006,-79.8434,26.1,2921,5.5,1,1,1
6173,Oryza sativa,25.8583,88.5888,24.8,1918,6.146,3,1,9
6174,Oryza sativa,25.8517,88.6876,24.8,1946,5.723,13,3,109
6176,Sorocea affinis,9.11006,-79.8434,26.1,2921,,5,2,20
6180,Solidago missouriensis,50.7667,-104.617,3.1,412,6.9,4,1,32
6181,Agrostis perennans,-52.055,-71.4225,6.3,344,5.3,12,3,142
6182,Salvia rosmarinus,39.4083,2.74528,17.3,616,7.2,25,3,598
6187,Achillea millefolium,68.2381,17.4261,2.7,622,4.7,30,1,1950
6190,Trifolium repens,68.1622,17.5263,0.9,565,,27,1,1647
6205,Sorocea affinis,9.11006,-79.8434,26.1,2921,5.5,1,1,1
6207,Alseis blackiana,9.11006,-79.8434,26.1,2921,5.5,1,1,1
6215,Begonia susaniae,0.6172,10.4136,22.2,2432,3.6,5,1,25
6216,Triticum aestivum,50.3,-107.683,4.0,402,6.5,11,1,418
6219,Lotus jacobaeus,15.1781,-23.6867,20.6,335,5.2,138,1,70518
6223,Themeda triandra,-2.1458,35.0472,20.6,933,5.5,5,2,22
6224,Achillea millefolium,68.1622,17.5263,0.9,565,,3,1,27
6234,Galium verum,64.4128,-15.3661,2.2,1384,5.0,6,1,102
6525,Thymus mastichina,37.4,-2.83333,9.3,622,,28,4,2012
6528,Begonia susaniae,0.6172,10.3992,22.7,2080,3.5,18,1,576
6529,Cacalia kamtschatica,53.0425,158.67,2.0,929,4.2,9,1,225
6531,Viola mirabilis,58.5839,23.568,6.6,586,7.0,1,1,1
6539,Selaginella kraussiana,-41.2582,174.772,13.1,1116,,3,2,5
6540,Virola sebifera,9.11006,-79.8434,26.1,2921,,2,1,6
6542,Sanicula elata,44.7544,-0.395278,13.5,881,,1,1,1
6544,Populus deltoides,30.4689,116.991,17.5,1392,7.88,2,2,25
6549,Parthenocissus quinquefolia,39.2361,-86.2205,12.1,1196,5.0,3,1,21
6550,Thymus mastichina,37.4,-2.83333,9.3,622,,97,5,28769
6553,Solidago virgaurea,69.7983,27.0864,-0.1,400,3.1,1,1,1
6554,Voyria tenella,9.11006,-79.8434,26.1,2921,,16,1,1792
6563,Lotus jacobaeus,15.1781,-23.6867,20.6,335,5.2,23,1,1541
6564,Crotalaria microphylla,16.8053,-22.9211,23.3,78,7.5,29,1,2465
6567,Tetragastris panamensis,9.11006,-79.8434,26.1,2921,,1,1,1
6577,Calamagrostis purpurea,53.0403,158.672,1.9,977,4.5,4,1,20
6584,Solidago virgaurea,69.7983,27.0864,-0.1,400,3.1,110,1,29590
6586,Cicer arietinum,50.3,-107.683,4.0,402,6.5,36,3,1100
6587,Plantago lanceolata,60.1303,20.2762,6.2,555,5.6,2,2,2
6589,Hedera colchica,41.9333,43.4233,7.8,984,4.2,29,1,1827
6592,Voyria tenella,9.16176,-79.7453,26.2,2510,,1,1,2
6602,Voyria tenella,9.11006,-79.8434,26.1,2921,,12,1,696
6603,Solidago virgaurea,68.162,17.5949,1.3,654,4.53,17,1,544
6607,Voyria tenella,9.11006,-79.8434,26.1,2921,,4,2,12
6617,Taraxacum officinale,-52.058,-71.4211,6.3,344,5.5,18,2,474
6620,Podocarpus coriaceus,16.1783,-61.7317,23.5,1986,4.1,14,1,924
6624,Acer platanoides,45.43,-73.94,7.3,1025,5.97,33,1,2475
6629,Musanga cecropioides,0.6172,10.4136,22.2,2432,,1,1,1
6634,Linnaea borealis,61.2536,73.1664,-1.5,569,4.8,14,1,1288
6639,Genista cinerea,37.4,-2.83333,9.3,622,,62,5,18390
6644,Toxicodendron succedaneum,29.25,118.12,15.6,2110,,2,2,3
6647,Digitaria eriantha,-24.6778,28.6608,19.5,581,6.2,25,1,790
6651,Stachys sylvatica,50.8506,4.9361,10.5,731,,58,1,10904
6652,Crotalaria albida,22.3772,81.8992,25.2,1404,5.45,3,2,9
6653,NA_,68.1603,17.5262,0.9,565,3.09,1,1,1
6654,Podococcus barteri,0.6172,10.3992,22.7,2080,3.5,5,1,40
6658,Santolina chamaecyparissus,39.4083,2.74528,17.3,616,7.2,45,2,3996
6663,Arum italicum,41.9408,43.4192,7.8,984,4.8,58,1,6322
6664,Prunella vulgaris,47.47,10.0572,5.6,2113,5.7,1,1,1
6665,NA_,68.3945,17.7893,-0.5,702,,18,1,648
6673,Asphodelus ramosus,30.5933,34.7114,16.9,114,,194,1,94478
6676,Scaevola beckii,-22.1836,166.729,22.5,1590,6.0,1,1,1
6682,Campanula jacobaea,15.1781,-23.6867,20.6,335,5.2,9,4,40
6683,Anemone hepatica,58.5839,23.568,6.6,586,7.0,1,1,3
6686,Helianthemum viscarium,30.5928,34.7122,16.9,114,,172,1,67424
6688,Calamagrostis purpurea,53.0403,158.672,1.9,977,4.5,3,1,15
6690,Oryza sativa,25.8517,88.6876,24.8,1946,5.723,11,1,341
6699,Geranium sessiliflorum,-52.058,-71.4211,6.3,344,5.5,8,1,96
6704,Agrostis perennans,-52.055,-71.4225,6.3,344,5.3,19,2,1243
6708,Malus domestica,51.17,4.6,10.5,789,5.6,2,1,38
6712,Helichrysum stoechas,35.4592,23.8008,18.1,744,6.2,6,2,64
6719,Actinotus minor,-33.6753,151.214,17.0,1316,3.9,7,1,126
6721,Calamagrostis purpurea,53.0425,158.67,2.0,929,4.2,7,1,189
6728,Geranium sylvaticum,61.2603,73.148,-1.5,561,4.1,1,1,1
6737,Oryza sativa,25.8571,88.599,24.8,1905,6.314,4,1,48
6750,Oryza sativa,25.8311,88.6435,24.8,1897,5.795,4,1,60
6764,Trachystemon orientalis,41.9333,43.4233,7.8,984,4.2,3,2,12
6776,Podophyllum peltatum,39.2361,-86.2205,12.1,1196,5.0,1,1,1
6783,Oryza sativa,25.8571,88.6022,24.8,1907,5.988,2,1,4
6813,Montrouziera sphaeroidea,-22.1836,166.729,22.5,1590,6.0,7,1,133
6815,Tetragastris panamensis,9.11006,-79.8434,26.1,2921,5.5,4,1,36
6817,Virola sebifera,9.11006,-79.8434,26.1,2921,5.5,1,1,1
6818,Virola sebifera,9.11006,-79.8434,26.1,2921,5.5,1,1,1
6828,Plantago media,47.47,10.0572,5.6,2113,5.7,1,1,1
6829,Digitaria macroblephara,-1.8444,35.2008,20.0,846,6.0,18,3,665
6832,Campanula rotundifolia,64.42,-15.3978,2.9,1318,4.9,28,1,3640
6833,Oryza sativa,25.8672,88.5902,24.8,1936,6.378,44,1,8096
6834,Tricoryne elatior,-37.3333,142.15,13.5,643,5.3,1,1,2
6835,Achillea millefolium,68.1622,17.5263,0.9,565,,26,1,1586
6838,Simarouba amara,9.11006,-79.8434,26.1,2921,5.5,2,1,10
6853,NA_,68.162,17.5949,1.3,654,3.37,3,1,9
6856,Voyria tenella,9.11006,-79.8434,26.1,2921,,11,1,660
6857,Oryza sativa,25.8583,88.5888,24.8,1918,6.146,1,1,1
6858,NA_,68.1612,17.5321,0.9,565,4.67,28,1,2828
6860,Ammophila arenaria,40.9209,-124.139,13.8,1229,6.5,1,1,1
6875,Trifolium repens,68.2381,17.4261,2.7,622,4.7,1,1,1
6879,Voyria tenella,9.11006,-79.8434,26.1,2921,,2,1,6
6884,Ajuga reptans,43.5911,-1.2481,14.4,1374,,2,1,6
6890,Citrullus colocynthis,16.8133,-22.9158,23.0,86,7.6,1,1,1
6891,Daucus annuus,15.1781,-23.6867,20.6,335,5.2,4,1,20
6892,Pulicaria diffusa,16.8133,-22.9158,23.0,86,7.6,4,1,16
6893,Oryza sativa,25.8445,88.6804,24.8,1928,5.326,7,1,105
6895,Galium elegans,29.4308,79.6394,12.6,2063,4.05,2,2,2
6903,Oryza sativa,25.8575,88.5872,24.8,1902,6.117,3,1,39
6904,Leymus mollis,40.9117,-124.142,13.8,1225,6.4,1,1,1
