sample_id,plant_species,latitude,longitude,MAT,MAP,pH,amf_seq_richness,amf_genus_richness,total_reads
2595,Alnus glutinosa,50.8874,4.99042,10.4,739,5.302,7,1,140
2598,Vitis vinifera,39.8349,3.01889,17.3,754,8.3,45,4,12060
2603,Hedera nepalensis,29.4208,79.5689,12.6,2140,4.05,15,1,855
2604,Podocarpus coriaceus,16.1783,-61.7317,23.5,1986,4.1,59,1,15930
2607,Asclepias speciosa,46.3219,-114.129,8.7,295,,647,2,543260
2608,Asclepias speciosa,46.3219,-114.129,8.7,295,,1797,2,9321769
2609,Asclepias speciosa,46.3219,-114.129,8.7,295,,1899,3,12065978
2613,Malus domestica,50.88,4.96,10.3,795,6.3,5,2,18
2614,Malus domestica,50.76,5.05,10.2,821,4.9,2,1,6
2616,Dichanthium annulatum,22.3744,81.9022,25.3,1262,5.45,15,4,82
2619,Plantago lanceolata,60.3344,19.8007,6.1,563,5.3,6,2,44
2621,Asclepias speciosa,46.3219,-114.129,8.7,295,,29,3,889
2625,Helictochloa pratensis,58.1094,22.1914,7.1,576,7.1,19,2,238
2628,Malus domestica,50.76,5.05,10.2,821,4.9,214,1,140598
2633,Plantago lanceolata,60.0742,20.1658,6.3,517,7.3,43,2,3911
2636,Plantago lanceolata,60.2137,19.6718,6.3,504,6.1,8,1,192
2637,Plantago lanceolata,60.3471,19.9274,6.2,552,6.8,4,2,44
2639,Plantago lanceolata,60.2355,19.5942,6.3,523,5.2,45,3,11303
2640,Plantago lanceolata,60.3344,19.8007,6.1,563,5.3,6,3,14
2643,Plantago lanceolata,60.074,20.1642,6.3,517,6.2,554,3,1183113
2645,Elymus nutans,33.6667,101.85,1.5,571,5.3,67,2,10008
2651,Stachys sylvatica,50.8879,4.98713,10.4,739,4.621,113,2,33265
2653,Nephrolepis hirsutula,-17.5592,-149.43,25.6,2598,5.8,6,1,96
2655,Alnus glutinosa,50.8611,4.96078,10.5,741,3.952,20,1,4800
2658,Triraphis mollis,-23.7667,133.877,22.4,279,5.0,32,1,6432
2659,Themeda triandra,-37.3333,142.15,13.5,643,5.3,65,1,18525
2661,Calamagrostis purpurea,56.06,159.912,0.0,477,4.8,3,2,12
2662,Themeda triandra,-1.8444,35.2008,20.0,846,6.0,44,3,2116
2663,Santolina chamaecyparissus,39.4086,2.74667,17.3,616,7.3,45,2,6583
2664,Lavandula latifolia,37.4,-2.83333,9.3,622,,177,1,126378
2665,Nicotiana glauca,38.0463,-1.19511,18.6,303,7.88,5,2,13
2666,Lavandula latifolia,37.4,-2.83333,9.3,622,,43,3,3385
2667,Phacelia secunda,-38.6993,-71.6155,8.0,1287,5.7,12,1,324
2668,Themeda triandra,-2.5811,35.1411,20.3,674,7.0,13,1,429
2669,Santolina chamaecyparissus,39.4086,2.74667,17.3,616,7.3,13,2,149
2676,Helictochloa pratensis,58.1075,22.1917,7.0,583,7.1,87,2,15454
2677,Plantago lanceolata,60.1304,20.2753,6.2,555,5.1,1,1,1
2678,Malus domestica,50.88,4.96,10.3,795,6.3,1,1,2
2681,Alnus glutinosa,50.8728,4.98762,10.5,734,3.253,3,1,36
2682,Sorghum bicolor,13.101,32.7611,28.7,333,8.17,1,1,1
2683,Stachys sylvatica,50.8471,4.92774,10.4,735,,229,1,215947
2692,Stachys sylvatica,50.8562,4.89343,10.4,735,5.305,39,2,3396
2694,Plantago lanceolata,60.2183,19.5392,6.3,522,6.1,10,3,218
2698,Sorghum bicolor,13.101,32.7611,28.7,333,8.17,42,1,13944
2699,Sorghum bicolor,13.101,32.7611,28.7,333,8.17,1,1,1
2704,Sorghum bicolor,13.101,32.7611,28.7,333,8.17,60,1,80580
2713,Cocos nucifera,-15.0794,-148.148,27.0,1810,7.3,2,1,4
2714,Acer platanoides,45.43,-73.94,7.3,1025,6.34,4,2,31
2715,Acer saccharum,45.43,-73.94,7.3,1025,5.27,55,2,3660
2718,Plantago lanceolata,60.0742,20.1658,6.3,517,7.3,1,1,1
2726,Ranunculus sulphureus,78.2208,15.6167,-5.9,291,5.8,4,1,16
2746,Malus domestica,50.78,4.08,10.4,814,6.5,49,2,15689
2748,Trientalis europaea,69.7983,27.0864,-0.1,400,3.1,33,1,1815
2753,Poncirus trifoliata,30.5777,114.304,17.3,1197,5.9,34,2,1960
2761,Acer platanoides,45.43,-73.94,7.3,1025,5.65,48,1,7488
2768,Stachys sylvatica,50.8458,4.88249,10.4,733,5.811,206,3,145964
2769,Stachys sylvatica,50.8562,4.89343,10.4,735,5.305,41,2,3496
2770,Stachys sylvatica,50.8752,4.98414,10.5,729,4.512,196,2,105050
2771,Veronica spicata,58.1094,22.1914,7.1,576,7.1,6,1,84
2773,Mercurialis perennis,44.7544,-0.395278,13.5,881,,3,1,33
2774,Viola mirabilis,58.5839,23.568,6.6,586,7.0,1,1,1
2778,Plantago lanceolata,60.3468,19.9274,6.2,552,,78,2,13659
2792,Saxifraga oppositifolia,78.2006,15.8153,-5.9,275,5.7,7,2,49
2793,Nephrolepis hirsutula,-17.5458,-149.434,24.2,3140,5.3,69,2,4758
2796,Plantago lanceolata,60.2355,19.5941,6.3,523,5.2,145,3,61349
2797,Oryza sativa,25.8896,88.6679,24.8,1965,6.369,22,1,2156
2799,Thalictrum foetidum,43.5017,104.058,-1.5,171,6.7,1,1,1
2808,Galium verum,56.5364,16.4769,7.8,518,6.7,82,1,13366
2813,Stachys sylvatica,50.8767,4.95963,10.3,795,4.496,189,1,131166
2815,Digitaria eriantha,-24.6778,28.6608,19.5,581,6.2,147,2,38663
2816,Medicago truncatula,34.74,9.64,19.5,234,8.1,12,2,96
2817,Nephrolepis hirsutula,-17.5592,-149.43,25.6,2598,5.8,43,2,2356
2822,Talipariti tiliaceum,-17.5458,-149.434,24.2,3140,5.3,6,2,30
2823,Alnus glutinosa,50.8512,4.93619,10.5,731,4.007,70,1,11480
2824,Plantago lanceolata,60.3465,19.9281,6.2,552,,5,3,15
2825,Asclepias speciosa,46.3219,-114.129,8.7,295,,629,2,820841
2826,Ternstroemia gymnanthera,29.25,118.12,15.6,2110,,2,2,2
2832,Sesleria caerulea,58.5844,23.5697,6.6,586,7.0,9,1,90
2838,Plantago lanceolata,60.2183,19.5392,6.3,522,6.1,53,3,6531
2840,Trifolium repens,68.1656,17.7002,-1.0,657,4.23,371,1,605472
2844,Artocarpus altilis,20.7992,-156.038,24.2,2464,,17,3,595
2849,Spinifex sericeus,-36.9183,174.453,15.4,1407,6.72,18,2,516
2852,Dichrostachys cinerea,-24.7514,28.5761,19.2,631,4.2,11,1,132
2853,Ternstroemia gymnanthera,29.25,118.12,15.6,2110,,1,1,2
2856,Galium elegans,29.4308,79.6394,12.6,2063,4.05,3,2,9
2858,Amorphophallus sp.,16.8594,100.465,27.0,1519,4.6,5,2,18
2859,Elymus nutans,33.6667,101.85,1.5,571,5.3,254,1,349758
2862,Nicotiana glauca,37.8278,-0.765528,19.1,266,8.4,196,3,498723
2868,Artocarpus altilis,20.7992,-156.038,24.2,2464,,199,4,82312
2872,Cymbopogon nardus,-33.993,18.9742,14.3,1314,,12,1,624
2873,Solidago virgaurea,68.3943,17.8007,-0.6,677,,17,1,748
2879,Schima superba,29.25,118.12,15.6,2110,,2,1,4
2884,Syzygium buxifolium,29.25,118.12,15.6,2110,,18,4,180
2888,Adinandra millettii,29.25,118.12,15.6,2110,,7,3,38
2896,Acer saccharum,45.43,-73.94,7.3,1025,6.38,2,1,4
2902,Vitis vinifera,39.8349,3.01889,17.3,754,8.3,72,3,30772
2906,Rubus saxatilis,58.28,27.32,5.8,628,,233,1,757017
2911,Triticum aestivum,50.3,-107.683,4.0,402,6.5,7,2,28
2918,Alnus glutinosa,50.8609,4.96079,10.5,741,3.632,12,1,288
2919,Alnus glutinosa,50.8625,4.96303,10.5,741,3.681,34,1,9282
2920,Alnus glutinosa,50.8759,4.98546,10.5,729,4.443,11,3,189
2922,Citrus sp.,30.5777,114.304,17.3,1197,5.9,1,1,1
2929,Asclepias speciosa,46.3219,-114.129,8.7,295,,122,3,14068
2933,Stachys sylvatica,50.8581,4.94588,10.5,731,4.09,236,1,256296
2936,Stachys sylvatica,50.8707,4.97764,10.5,739,5.978,167,2,119521
2937,Asclepias speciosa,46.3219,-114.129,8.7,295,,94,2,10679
2938,Asclepias speciosa,46.3219,-114.129,8.7,295,,275,2,121016
2942,Plantago lanceolata,60.1302,20.2755,6.2,555,6.3,17,2,174
2948,Toxicodendron succedaneum,29.25,118.12,15.6,2110,,1,1,1
2950,Acer platanoides,45.43,-73.94,7.3,1025,5.84,14,1,336
2954,Oryza sativa,25.8554,88.6774,24.8,1946,5.689,16,1,992
2956,Vincetoxicum hirundinaria,56.5364,16.4769,7.8,518,6.7,1,1,1
2957,Filipendula vulgaris,58.1075,22.1917,7.0,583,7.1,4,1,28
2958,Dryopteris sp.,16.1783,-61.7317,23.5,1986,4.2,4,2,16
2959,Helictochloa pratensis,58.1094,22.1914,7.1,576,7.1,20,3,278
2961,Trifolium pratense,68.1672,17.5247,-0.3,661,3.77,1,1,1
2966,Vitis vinifera,39.8349,3.01889,17.3,754,8.3,118,3,120035
2967,Digitaria eriantha,-24.6778,28.6608,19.5,581,6.2,59,5,2525
2971,Solidago missouriensis,50.7667,-104.617,3.1,412,6.2,1,1,1
2972,Plantago argentina,-32.7689,-64.9405,9.9,832,5.1,3,1,18
2974,Genista cinerea,37.4,-2.83333,9.3,622,,227,3,222434
2981,Digitaria macroblephara,-2.1458,35.0472,20.6,933,5.5,37,2,1975
2982,Acer saccharum,45.43,-73.94,7.3,1025,5.84,4,1,20
2983,Asclepias speciosa,46.3219,-114.129,8.7,295,,95,3,6210
2985,Triticum aestivum,50.3,-107.683,4.0,402,6.5,2,1,4
2991,NA_,68.4024,17.7888,1.0,617,5.05,142,1,63900
2994,Koeleria macrantha,43.5017,104.058,-1.5,171,6.7,5,2,25
2996,Malus domestica,50.77,4.08,10.4,847,6.2,38,3,1197
3001,Syzygium buxifolium,29.25,118.12,15.6,2110,,7,3,21
3009,Plantago lanceolata,58.1075,22.1917,7.0,583,7.1,55,2,6481
3011,Nicotiana glauca,38.0463,-1.19511,18.6,303,7.85,1428,4,43495913
3018,Trifolium repens,68.3985,17.7791,-0.2,685,4.7,122,2,56058
3030,Schima superba,29.25,118.12,15.6,2110,,2,1,4
3034,Digitaria macroblephara,-1.8444,35.2008,20.0,846,6.0,42,2,3210
3035,Phagnalon saxatile,39.4083,2.74528,17.3,616,7.2,20,3,672
3037,Spinifex sericeus,-36.9183,174.453,15.4,1407,6.56,10,1,330
3038,Spinifex sericeus,-36.9183,174.453,15.4,1407,6.92,12,2,338
3040,Agrostis capillaris,64.4128,-15.3661,2.2,1384,5.0,39,4,4935
3041,Senna obtusifolia,14.5781,-17.0172,25.8,472,6.1,13,3,475
3043,Chamaecyparis obtusa,34.9608,135.939,15.7,1537,,1,1,1
3048,Malus domestica,50.86,5.16,10.5,781,6.8,1,1,5
3054,Talipariti tiliaceum,-17.5458,-149.434,24.2,3140,5.3,1,1,1
3056,Nicotiana glauca,37.8236,-0.976111,18.5,264,8.67,130,5,114708
3059,Machilus thunbergii,29.25,118.12,15.6,2110,,2,2,2
3063,Nicotiana glauca,38.0334,-1.16275,18.5,299,8.69,1566,3,21336486
3064,Nicotiana glauca,38.0463,-1.19511,18.6,303,7.85,1088,3,16833370
3067,Chimonanthus salicifolius,29.25,118.12,15.6,2110,,1,1,1
3097,Solidago virgaurea,69.8136,27.1736,-0.7,387,,3,1,9
3100,Plantago lanceolata,60.0741,20.1643,6.3,517,6.3,106,2,25300
3103,Asclepias speciosa,46.3219,-114.129,8.7,295,,2079,3,8869605
3104,NA_,35.1461,139.157,16.1,1756,,116,2,26912
3109,Filipendula vulgaris,56.5389,16.4597,7.7,538,6.5,1,1,1
3114,Galium verum,58.1075,22.1917,7.0,583,7.1,7,1,63
3116,Phagnalon saxatile,39.4083,2.74528,17.3,616,7.2,83,2,30870
3117,Artemisia frigida,43.0519,104.058,4.1,125,6.7,11,1,286
3118,Lathyrus magellanicus,-38.6993,-71.6155,8.0,1287,5.7,30,2,1020
3119,Stachys sylvatica,50.8459,4.8941,10.4,721,7.159,113,2,33637
3123,Campanula rotundifolia,64.42,-15.3978,2.9,1318,4.9,64,1,14784
3125,Malus domestica,50.74,5.29,10.1,811,6.1,3,1,24
3128,Stachys sylvatica,50.8747,4.98412,10.5,734,5.468,119,2,27825
3129,Hedera helix,43.5911,-1.2481,14.4,1374,,4,1,20
3130,Ajuga reptans,43.5911,-1.2481,14.4,1374,,211,2,175983
3131,Hedera helix,43.5911,-1.2481,14.4,1374,,14,1,448
3135,Solidago virgaurea,68.4024,17.7888,1.0,617,5.05,144,1,32688
3140,Malus domestica,50.84,5.43,10.3,861,5.1,23,3,667
3143,Stipa krylovii,47.7578,107.132,-2.4,271,,9,2,107
3148,Chamaecyparis obtusa,34.9608,135.939,15.7,1537,,1,1,1
3151,Prunella vulgaris,56.5389,16.4597,7.7,538,6.5,19,2,407
3152,Gerbera crocea,-33.993,18.9742,14.3,1314,,3,2,13
3156,Malus domestica,50.78,4.08,10.4,814,6.5,7,1,1652
3157,Simarouba amara,9.11006,-79.8434,26.1,2921,5.5,2,1,12
3159,Botrychium lunaria,46.0873,7.54368,-0.3,886,6.45,16,2,991
3162,Potentilla acaulis,47.7578,107.132,-2.4,271,,13,2,209
3163,Erodium crassifolium,30.5928,34.7122,16.9,114,,8,1,64
3164,Stachys sylvatica,50.8717,4.98648,10.5,734,4.06,13,2,337
3165,Stachys sylvatica,50.8752,4.98414,10.5,729,4.512,161,3,35155
3166,Alnus glutinosa,50.8512,4.93645,10.5,731,3.6,264,1,1356168
3167,Plantago lanceolata,60.2184,19.5393,6.3,522,5.6,1,1,1
3168,Allium bidentatum,47.7578,107.132,-2.4,271,,4,3,6
3170,Voyria tenella,9.11006,-79.8434,26.1,2921,,1,1,2
3178,Aristida contorta,-23.7667,133.877,22.4,279,5.0,266,1,422674
3189,Acer platanoides,45.43,-73.94,7.3,1025,5.56,239,1,137186
3196,Malus domestica,50.82,4.76,10.3,765,6.6,12,1,240
3197,Asphodelus ramosus,30.5933,34.7114,16.9,114,,151,2,23619
3200,Poncirus trifoliata,25.2827,114.971,20.3,1436,6.4,3,1,81
3202,Citrus tangerina,25.2827,114.971,20.3,1436,6.4,1,1,1
3208,Asclepias speciosa,46.3219,-114.129,8.7,295,,755,3,679551
3209,Leymus mollis,40.9076,-124.144,13.8,1227,6.4,10,1,240
3211,Asclepias speciosa,46.3219,-114.129,8.7,295,,1676,2,8503124
3214,Sorghum bicolor,13.101,32.7611,28.7,333,8.17,28,1,6720
3226,Digitaria eriantha,-24.6778,28.6608,19.5,581,6.2,3,1,9
3229,Platycladus orientalis,35.12,107.41,9.7,750,8.0,7,1,98
3230,Stachys sylvatica,50.8629,4.90779,10.4,751,5.262,20,2,672
3232,Elymus nutans,33.6667,101.85,1.5,571,5.3,11,2,212
3233,Populus deltoides,30.4689,116.991,17.5,1392,7.9,16,1,2544
3235,Potentilla acaulis,47.7578,107.132,-2.4,271,,6,2,71
3246,Festuca ovina,61.2536,73.1664,-1.5,569,4.8,53,2,13157
3247,Anemone hepatica,58.5839,23.568,6.6,586,7.0,52,2,11954
3250,Alnus glutinosa,50.8657,4.90411,10.4,751,5.508,13,1,377
3251,Alnus glutinosa,50.8866,4.99082,10.4,739,5.221,22,1,1342
3257,Vitis vinifera,39.8349,3.01889,17.3,754,8.3,48,4,14088
3260,Cicer arietinum,50.3,-107.683,4.0,402,6.5,56,2,3262
3270,Sorghum bicolor,13.101,32.7611,28.7,333,8.17,5,1,25
3278,Phacelia secunda,-38.6993,-71.6155,8.0,1287,5.7,17,4,119
3280,Eragrostis barrelieri,-23.7669,133.876,22.4,278,4.9,1,1,2
3284,Lotus jacobaeus,15.1803,-23.6908,20.6,335,5.2,3,1,12
3286,Colophospermum mopane,-19.028,34.1836,24.2,1033,,4,1,24
3291,Virola sebifera,9.11006,-79.8434,26.1,2921,5.5,5,2,21
3293,Alseis blackiana,9.11006,-79.8434,26.1,2921,5.5,1,1,1
3294,Alseis blackiana,9.11006,-79.8434,26.1,2921,5.5,10,3,94
3295,Sorghum bicolor,13.101,32.7611,28.7,333,8.17,7,1,63
3296,Filipendula vulgaris,56.5389,16.4597,7.7,538,6.5,2,2,3
3303,Santolina chamaecyparissus,39.4083,2.74528,17.3,616,7.2,193,2,116178
3307,Malus domestica,50.88,5.02,10.5,765,7.5,1,1,1
3310,Ballota undulata,30.5928,34.7122,16.9,114,,960,2,3127092
3311,Themeda triandra,-1.808,35.2133,19.6,902,5.5,30,3,915
3312,Oryza sativa,25.8362,88.6644,24.8,1936,6.538,45,2,7185
3314,Acer platanoides,45.43,-73.94,7.3,1025,5.76,13,1,338
3315,Hedera nepalensis,29.4208,79.5689,12.6,2140,4.05,1,1,1
3316,Malus domestica,50.74,5.09,10.2,780,7.8,32,2,2856
3319,Solidago virgaurea,61.2603,73.148,-1.5,561,4.1,36,2,3702
3327,Machilus thunbergii,29.25,118.12,15.6,2110,,1,1,1
3329,Asclepias speciosa,46.3219,-114.129,8.7,295,,433,3,239177
3333,Solidago virgaurea,68.146,17.4845,-0.9,655,3.64,1,1,1
3336,Stachys sylvatica,50.8851,4.8976,10.3,794,5.509,176,1,355168
3338,Stachys sylvatica,50.8623,4.96335,10.5,741,4.874,496,2,1091672
3340,Stachys sylvatica,50.8732,4.93951,10.4,765,4.622,117,2,80835
3341,Stachys sylvatica,50.8851,4.8976,10.3,794,5.509,325,1,798525
3342,Alnus glutinosa,50.8866,4.99096,10.4,739,5.908,21,1,1449
3343,Plantago lanceolata,56.5364,16.4769,7.8,518,6.7,14,1,378
3345,Asclepias speciosa,46.3219,-114.129,8.7,295,,57,3,2866
3348,Koeleria macrantha,43.5017,104.058,-1.5,171,6.7,4,1,60
3351,Potentilla acaulis,47.7578,107.132,-2.4,271,,29,2,1301
3352,Prosopis juliflora,14.5822,-17.0161,25.8,477,6.4,23,1,3266
3356,Tamarix aphylla,35.07,3.02,16.3,315,,114,3,90026
3360,Malus domestica,50.92,5.2,10.5,774,6.6,1,1,1
3370,Solidago virgaurea,68.162,17.5949,1.3,654,4.53,25,1,1700
3374,Leymus mollis,40.9195,-124.139,13.8,1229,6.6,1,1,1
3375,Acer platanoides,45.43,-73.94,7.3,1025,5.47,13,1,429
3377,Acer saccharum,45.43,-73.94,7.3,1025,6.07,66,1,10956
3378,Poncirus trifoliata,30.5777,114.304,17.3,1197,5.9,20,2,575
3382,Citrus sp.,30.5777,114.304,17.3,1197,5.9,1,1,2
3385,Acer saccharum,45.43,-73.94,7.3,1025,5.93,80,1,19600
3389,Talipariti tiliaceum,-17.5592,-149.43,25.6,2598,5.8,1,1,1
3392,Malus domestica,50.84,5.43,10.3,861,5.1,7,1,133
3394,Loropetalum chinense,29.25,118.12,15.6,2110,,23,3,718
3396,Stachys sylvatica,50.8653,4.90386,10.4,751,5.327,83,1,24236
3398,Acer platanoides,45.43,-73.94,7.3,1025,5.54,94,1,12408
3403,Rytidosperma setaceum,-41.7728,147.303,12.0,604,4.3,1,1,1
3404,Hedera helix,43.5911,-1.2481,14.4,1374,,3,1,45
3406,Thalictrum minus,53.0403,158.672,1.9,977,4.5,1,1,5
3408,Cenchrus setaceus,38.0684,-1.15289,17.7,360,8.45,828,3,1114104
3410,Maianthemum bifolium,61.2603,73.148,-1.5,561,4.1,4,1,16
3411,Cacalia kamtschatica,53.0425,158.67,2.0,929,4.2,17,1,816
3412,Malus domestica,50.73,5.14,10.1,801,6.9,1,1,1
3413,Acer saccharum,45.43,-73.94,7.3,1025,5.83,29,1,1856
3414,Alnus glutinosa,50.85,4.93665,10.5,731,5.074,57,2,16073
3420,Malus domestica,50.86,5.29,10.4,811,6.9,1,1,2
3423,Ranunculus pedatifidus,43.5017,104.058,-1.5,171,6.7,14,3,244
3424,Plantago argentina,-32.7689,-64.9405,9.9,832,5.1,1,1,1
3426,Thalictrum foetidum,43.5017,104.058,-1.5,171,6.7,35,2,2189
3427,NA_,68.1656,17.7002,-1.0,657,3.48,3,1,12
3455,Tamarix aphylla,35.7,2.83,17.0,412,,64,2,11432
3458,Stachys sylvatica,50.8709,4.98105,10.5,739,5.528,200,2,132694
3459,Convallaria majalis,58.28,27.32,5.8,628,,67,1,33433
3462,Megathyrsus maximus,-24.7514,28.5761,19.2,631,4.2,18,2,472
3466,Achillea millefolium,68.16,17.5835,1.5,630,,1242,1,9360954
3467,Trifolium pratense,68.24,17.4253,2.7,622,4.1,8,1,112
3469,Machilus thunbergii,29.25,118.12,15.6,2110,,1,1,1
3470,Chimonanthus salicifolius,29.25,118.12,15.6,2110,,1,1,1
3477,Galium verum,56.5364,16.4769,7.8,518,6.7,3,1,9
3478,Olearia sp.,-35.1175,138.665,14.6,775,4.5,1,1,1
3482,Acer saccharum,45.43,-73.94,7.3,1025,5.26,121,1,38236
3485,Acer platanoides,45.43,-73.94,7.3,1025,6.1,5,2,33
3522,Malus domestica,50.86,5.04,10.4,784,7.1,2,1,16
3524,Nicotiana glauca,38.0334,-1.16275,18.5,299,8.51,137,4,118405
3526,Loropetalum chinense,29.25,118.12,15.6,2110,,58,2,4963
3532,Trifolium repens,68.3985,17.7791,-0.2,685,4.7,38,1,4674
3535,Stachys sylvatica,50.8506,4.9361,10.5,731,,202,1,196344
3539,Ranunculus pedatifidus,43.5017,104.058,-1.5,171,6.7,18,3,582
3540,Nicotiana glauca,37.8278,-0.765528,19.1,266,8.4,10,3,66
3541,Plantago lanceolata,60.3447,19.9242,6.1,569,7.0,4,3,6
3542,Eragostis tef,-25.9963,29.186,16.0,778,4.12,358,7,198087
3543,Eragrostis barrelieri,-23.7667,133.877,22.4,279,5.0,67,1,38659
3549,Stachys sylvatica,50.8888,4.98816,10.4,739,5.032,49,1,6811
3550,Taraxacum officinale,-52.058,-71.4211,6.3,344,5.5,13,2,205
3551,Medicago truncatula,34.53,9.61,19.0,230,8.3,115,3,14627
3553,Acer saccharum,45.43,-73.94,7.3,1025,5.3,19,1,779
3555,Sorghum bicolor,13.101,32.7611,28.7,333,8.17,105,1,121695
3558,Dichrostachys cinerea,-24.6778,28.6608,19.5,581,6.2,19,1,361
3563,Ainsliaea aptera,29.4308,79.6394,12.6,2063,4.05,3,2,9
3565,Distylium myricoides,29.25,118.12,15.6,2110,,3,1,18
3567,Acer saccharum,45.43,-73.94,7.3,1025,5.51,41,1,5166
3569,Acer saccharum,45.43,-73.94,7.3,1025,5.42,53,2,3635
3574,Helianthemum viscarium,30.5928,34.7122,16.9,114,,1,1,2
3575,Borreria eryngioides,-32.7561,-64.9244,9.8,931,,1,1,1
3578,Triticum aestivum,50.3,-107.683,4.0,402,6.5,24,1,1776
3593,Malus domestica,50.86,5.29,10.4,811,6.9,12,2,242
3597,Nicotiana glauca,37.8278,-0.765528,19.1,266,8.47,96,3,101665
3600,Syzygium buxifolium,29.25,118.12,15.6,2110,,6,1,36
3602,Chimonanthus salicifolius,29.25,118.12,15.6,2110,,1,1,1
3607,Pisum sativum,50.3,-107.683,4.0,402,6.5,36,3,1059
3612,Megathyrsus maximus,-24.7514,28.5761,19.2,631,4.2,1,1,1
3613,NA_,35.3386,139.057,13.8,1607,,18,2,2614
3614,Achillea millefolium,68.1591,17.5773,1.8,591,4.65,435,1,846945
3616,Acer saccharum,45.43,-73.94,7.3,1025,5.24,5,1,35
3619,Leptorhynchos squamatus,-37.3333,142.15,13.5,643,5.0,2,1,6
3622,Trifolium repens,68.24,17.4253,2.7,622,4.1,1,1,1
3625,Pulicaria diffusa,16.8133,-22.9158,23.0,86,7.6,2,1,6
3626,Aristida funiculata,16.8133,-22.9158,23.0,86,7.6,1,1,1
3632,Nicotiana glauca,38.0463,-1.19511,18.6,303,7.88,153,4,159258
3635,Prunella vulgaris,56.5389,16.4597,7.7,538,6.5,3,3,4
3637,Triraphis mollis,-23.7667,133.877,22.4,279,5.0,143,1,246103
3640,Agropyron cristatum,43.5017,104.058,-1.5,171,6.7,19,3,501
3646,Dichanthium annulatum,22.3744,81.9022,25.3,1262,5.45,2,1,4
3651,Linnaea borealis,56.06,159.912,0.0,477,4.8,2,2,9
3654,Nicotiana glauca,37.8278,-0.765528,19.1,266,8.47,641,3,6705514
3655,Ammophila arenaria,40.9176,-124.14,13.8,1229,6.6,296,1,492248
3656,Chondrosum gracile,50.7667,-104.617,3.1,412,6.9,4,1,16
3659,Talipariti tiliaceum,-17.5592,-149.43,25.6,2598,5.8,10,1,120
3661,Talipariti tiliaceum,-17.5458,-149.434,24.2,3140,5.3,6,1,36
3662,Nephrolepis hirsutula,-17.5592,-149.43,25.6,2598,5.8,2,1,4
3664,Talipariti tiliaceum,-17.5458,-149.434,24.2,3140,5.3,5,2,18
3669,Nicotiana glauca,37.8236,-0.976111,18.5,264,8.67,550,3,3707890
3673,Plantago lanceolata,60.1304,20.2753,6.2,555,5.1,1,1,1
3676,Filipendula vulgaris,56.5389,16.4597,7.7,538,6.5,3,1,5
3679,Malus domestica,50.86,5.16,10.5,781,6.8,4,1,120
3681,Stachys sylvatica,50.8874,4.90163,10.2,811,5.048,164,1,93480
3683,Triticum aestivum,50.3,-107.683,4.0,402,6.5,85,3,22487
3684,Triticum aestivum,50.3,-107.683,4.0,402,6.5,97,3,34298
3687,Malus domestica,50.78,4.08,10.4,814,6.5,16,1,5120
3688,Malus domestica,50.74,5.09,10.2,780,7.8,105,3,26489
3689,Plantago lanceolata,60.2184,19.5393,6.3,522,5.6,285,3,229138
3692,Achillea millefolium,68.1614,17.5384,1.7,535,5.29,146,1,93440
3693,Zyziphus mauritiana,-19.0223,34.1814,24.2,1001,,1,1,1
3694,Acer platanoides,45.43,-73.94,7.3,1025,5.38,8,1,50
3695,Podococcus barteri,0.6172,10.4136,22.2,2432,3.6,2,1,4
3697,Vitis vinifera,39.8349,3.01889,17.3,754,8.3,81,3,56528
3701,Artocarpus altilis,20.7992,-156.038,24.2,2464,,16,1,1312
3705,Triticum aestivum,50.3,-107.683,4.0,402,6.5,30,2,678
3706,Helictochloa pratensis,58.1094,22.1914,7.1,576,7.1,9,2,66
3708,Populus deltoides,30.4689,116.991,17.5,1392,7.53,20,2,932
3709,Populus deltoides,30.4689,116.991,17.5,1392,7.84,1,1,1
3714,Artemisia frigida,47.7578,107.132,-2.4,271,,34,2,2090
3718,Malus domestica,50.88,5.02,10.5,765,7.5,14,1,2436
3719,Plantago lanceolata,56.5364,16.4769,7.8,518,6.7,4,1,16
3722,Chamaecyparis obtusa,35.795,140.096,15.8,1369,,5,1,100
3723,Syzygium buxifolium,29.25,118.12,15.6,2110,,11,2,139
3724,Chaerophyllum andicola,-32.7561,-64.9244,9.8,931,,9,2,265
3727,Voyria tenella,9.11006,-79.8434,26.1,2921,,16,1,1936
3728,Brachypodium retusum,39.4086,2.74667,17.3,616,7.3,30,2,1135
3732,Asclepias speciosa,46.3219,-114.129,8.7,295,,25,2,1245
3735,Talipariti tiliaceum,-17.5592,-149.43,25.6,2598,5.8,2,1,4
3742,Malus domestica,50.92,5.41,10.5,764,4.9,1,1,1
3745,Oryza sativa,25.9028,88.6719,24.8,1997,5.694,25,1,7125
3746,Solidago virgaurea,61.2536,73.1664,-1.5,569,4.8,2,1,4
3754,Chimonanthus salicifolius,29.25,118.12,15.6,2110,,1,1,1
3756,Vinca minor,44.7544,-0.395278,13.5,881,,47,3,2889
3760,Lilium debile,53.0403,158.672,1.9,977,4.5,3,2,13
3761,Arum italicum,43.5911,-1.2481,14.4,1374,,1,1,2
3763,Stachys sylvatica,50.8936,4.91349,10.2,810,4.171,547,2,1795785
3764,Stachys sylvatica,50.868,4.97664,10.5,739,4.81,207,2,111711
